,Name,Team,Position,proj_score,proj_salary,Price,value,2020_Games,2020_Average,talent,opportunity,durability,form,consistency,weighted_talent,weighted_opportunity,weighted_durability,weighted_form,weighted_consistency,manual_weight,updated_proj
504,Jarrod Brander,WCE,MID,50,266903,295500,-28597,8,55,54,3.89,47.06,34,0,7.78,5.26,3.77,2.16,0.01,0,50
505,Jarrod Brander,WCE,FWD,50,266903,295500,-28597,8,55,54,3.89,47.06,34,0,7.78,5.26,3.77,2.16,0.01,0,50
506,Jarman Impey,HAW,FWD,50,266762,212800,53962,5,39.6,71.12,2.92,29.41,38,0,10.25,3.95,2.36,2.4,0.01,13,63
507,Charlie Spargo,MEL,FWD,49,264653,298200,-33547,8,55.5,54.5,2.74,47.06,56.5,0,7.86,3.71,3.77,3.47,0.01,0,49
508,Rhylee West,WBD,FWD,49,264512,278000,-13488,4,57.5,56.5,3.87,23.53,57.5,0,8.14,5.24,1.89,3.53,0.01,0,49
509,Travis Colyer,FRE,FWD,49,263668,275800,-12132,9,51.3,50.8,2.96,52.94,51.3,0,7.32,4.01,4.24,3.17,0.01,0,49
510,Jayden Laverde,ESS,FWD,49,263528,308000,-44472,6,57.3,62,2.54,35.29,57.3,0,8.94,3.44,2.83,3.52,0.01,0,49
511,Bailey Banfield,FRE,FWD,49,263106,288200,-25094,5,59.6,58.6,3.13,29.41,59.6,0,8.45,4.24,2.36,3.65,0.01,0,49
512,Sam Gray,SYD,FWD,49,263106,276300,-13194,7,51.4,50.43,3.66,41.18,51.4,0,7.27,4.95,3.3,3.18,0.01,0,49
513,Mitch Hannan,WBD,FWD,49,262965,283600,-20635,9,52.8,52.27,2.7,52.94,52.8,0,7.53,3.66,4.24,3.26,0.01,0,49
514,Hayden McLean,SYD,FWD,49,262262,317000,-54738,6,59,58,2.16,35.29,59,0.17,8.36,2.93,2.83,3.62,0.91,0,49
515,Luke Jackson,MEL,FWD,49,261559,312500,-50941,6,58.2,57.17,2.92,35.29,58.2,0,8.24,3.95,2.83,3.57,0.01,0,49
516,Changkuoth Jiath,HAW,DEF,48,260434,266500,-6066,5,49.6,64.5,3.05,29.41,43.5,0,9.3,4.13,2.36,2.72,0.01,0,48
517,Hayden Young,FRE,DEF,48,260153,279400,-19247,5,52,51,3.33,29.41,52,0.2,7.35,4.51,2.36,3.21,1.07,0,48
518,Jordan Clark,GEE,DEF,48,260153,241800,18353,3,50,58.7,4.08,17.65,50,0,8.46,5.52,1.42,3.09,0.01,0,48
519,Jordan Clark,GEE,MID,48,260153,241800,18353,3,50,58.7,4.08,17.65,50,0,8.46,5.52,1.42,3.09,0.01,0,48
520,Tom Sparrow,MEL,MID,48,260012,337200,-77188,5,62.8,61.8,3.78,29.41,33,0,8.91,5.11,2.36,2.1,0.01,0,48
521,Nick Larkey,NME,FWD,48,259731,263800,-4069,10,49.1,57.42,2.07,58.82,42.5,0,8.28,2.81,4.71,2.66,0.01,0,48
522,Lewis Taylor,SYD,FWD,48,257340,265600,-8260,9,49.4,48.44,2.96,52.94,49.4,0,6.98,4.01,4.24,3.06,0.01,0,48
523,Tarryn Thomas,NME,FWD,48,256215,290100,-33885,6,54,59.09,2.61,35.29,54,0,8.52,3.53,2.83,3.33,0.01,0,48
524,Bradley Close,GEE,FWD,48,255653,257200,-1547,8,53.2,52.25,2.82,47.06,49.33,0,7.53,3.82,3.77,3.05,0.01,0,48
525,Jack Mahony,NME,FWD,47,254668,271900,-17232,10,50.6,49.6,2.8,58.82,39,0,7.15,3.79,4.71,2.45,0.01,0,47
526,Josh Corbett,GCS,FWD,47,254247,273200,-18953,7,50.9,49.86,3.1,41.18,55,0,7.19,4.2,3.3,3.38,0.01,0,47
527,Dylan Roberton,STK,DEF,47,251434,139700,111734,1,26,83.12,2.74,5.88,26,0,11.98,3.71,0.48,1.7,0.01,0,47
528,Louis Butler,WBD,DEF,47,251294,191800,59494,2,51,50,4.84,11.76,51,0,7.21,6.55,0.95,3.15,0.01,0,47
529,Matthew Cottrell,CAR,MID,47,250731,262200,-11469,5,48.8,47.8,3.77,29.41,56.5,0,6.89,5.1,2.36,3.47,0.01,0,47
530,Oliver Hanrahan,HAW,FWD,47,250169,237200,12969,7,44.1,49.44,3.4,41.18,44.1,0,7.13,4.6,3.3,2.75,0.01,0,47
531,Caleb Graham,GCS,DEF,46,249465,284800,-35335,7,53,52,2.5,41.18,57.67,0,7.5,3.39,3.3,3.54,0.01,0,46
532,Jack Payne,BRI,DEF,46,249465,255100,-5635,4,52.8,59.8,2.79,23.53,56,0,8.62,3.78,1.89,3.44,0.01,0,46
533,Brayden Ainsworth,WCE,MID,46,248481,253900,-5419,8,47.2,48,2.99,47.06,47,0,6.92,4.05,3.77,2.92,0.01,0,46
534,Brayden Ainsworth,WCE,FWD,46,248481,253900,-5419,8,47.2,48,2.99,47.06,47,0,6.92,4.05,3.77,2.92,0.01,0,46
535,Ryan Gardner,WBD,DEF,46,247215,232800,14415,9,43.3,45.5,2.45,52.94,56.2,0,6.56,3.32,4.24,3.45,0.01,0,46
536,Ben Ronke,SYD,FWD,46,246090,275600,-29510,3,57,56.2,3.3,17.65,57,0,8.1,4.47,1.42,3.5,0.01,0,46
537,Sam Sturt,FRE,FWD,46,244825,265100,-20275,3,61.7,60.67,2.56,17.65,61.7,0,8.74,3.47,1.42,3.77,0.01,0,46
538,Jack Buckley,GWS,DEF,45,243840,223800,20040,2,59.5,58.5,3.18,11.76,59.5,0,8.43,4.3,0.95,3.65,0.01,0,45
539,Jack Buckley,GWS,MID,45,243840,223800,20040,2,59.5,58.5,3.18,11.76,59.5,0,8.43,4.3,0.95,3.65,0.01,0,45
540,Patrick Naish,RIC,MID,45,243840,180500,63340,1,42,69.5,3.1,5.88,42,0,10.02,4.2,0.48,2.63,0.01,0,45
541,Darcy Cameron,COL,FWD,45,243278,302900,-59622,8,56.4,51.7,2.41,47.06,36,0.1,7.45,3.26,3.77,2.28,0.54,0,45
542,James Bell,SYD,FWD,45,241028,267300,-26272,8,49.8,48.75,2.95,47.06,37,0,7.03,3.99,3.77,2.34,0.01,0,45
543,Jayden Hunt,MEL,FWD,45,240606,163300,77306,6,49,59.38,1.97,35.29,49,0,8.56,2.67,2.83,3.04,0.01,0,45
544,Taylor Garner,NME,FWD,45,239622,267400,-27778,2,45,59.22,3.5,11.76,45,0,8.54,4.74,0.95,2.8,0.01,0,45
545,Mark Hutchings,WCE,MID,45,239481,157600,81881,3,29.3,68.89,2.79,17.65,29.3,0,9.93,3.78,1.42,1.89,0.01,0,45
546,Mark Hutchings,WCE,FWD,45,239481,157600,81881,3,29.3,68.89,2.79,17.65,29.3,0,9.93,3.78,1.42,1.89,0.01,0,45
547,Billy Frampton,ADE,FWD,45,239059,286100,-47041,5,53.2,52.2,2.83,29.41,53.2,0,7.52,3.83,2.36,3.28,0.01,0,45
548,Jacob Townsend,GCS,FWD,45,239059,238200,859,12,44.3,43.33,2.07,70.59,36,0,6.25,2.81,5.65,2.28,0.01,0,45
549,Kaiden Brand,SYD,DEF,44,234700,245000,-10300,2,57,56,3.07,11.76,57,0,8.07,4.16,0.95,3.5,0.01,0,44
550,Neville Jetta,MEL,DEF,43,230481,186300,44181,6,34.7,59.21,2.08,35.29,34.7,0,8.53,2.82,2.83,2.2,0.01,0,43
551,Ned McHenry,ADE,FWD,43,228794,212900,15894,8,39.6,38.62,3.27,47.06,39.6,0,5.57,4.43,3.77,2.49,0.01,0,43
552,Aiden Bonar,NME,DEF,42,226403,245400,-18997,6,45.7,44.67,2.94,35.29,45.7,0,6.44,3.98,2.83,2.84,0.01,0,42
553,Paddy Dow,CAR,MID,42,224716,202400,22316,3,37.7,54.41,3.2,17.65,37.7,0,7.84,4.33,1.42,2.38,0.01,0,42
554,Paddy Dow,CAR,FWD,42,224716,202400,22316,3,37.7,54.41,3.2,17.65,37.7,0,7.84,4.33,1.42,2.38,0.01,0,42
555,Keidean Coleman,BRI,FWD,42,223169,299800,-76631,4,62,52,3.01,23.53,38,0,7.5,4.07,1.89,2.4,0.01,0,42
556,Will Hamill,ADE,DEF,41,222747,210900,11847,8,39.2,38.25,3.01,47.06,39.2,0,5.52,4.07,3.77,2.47,0.01,0,41
557,Jamaine Jones,WCE,FWD,41,222044,182400,39644,2,48.5,47.5,3.67,11.76,48.5,0,6.85,4.97,0.95,3.01,0.01,0,41
558,Will Hayes,WBD,MID,41,221903,249300,-27397,2,47.5,52,3.23,11.76,47.5,0,7.5,4.37,0.95,2.95,0.01,0,41
559,Boyd Woodcock,POR,FWD,41,218950,261100,-42150,5,54,53,3.37,29.41,14,0,7.64,4.56,2.36,1,0.01,0,41
560,Zach Guthrie,GEE,DEF,41,217966,180500,37466,3,42,47,3.44,17.65,42,0,6.78,4.66,1.42,2.63,0.01,0,41
561,Zach Guthrie,GEE,MID,41,217966,180500,37466,3,42,47,3.44,17.65,42,0,6.78,4.66,1.42,2.63,0.01,0,41
562,Matt Taberner,FRE,FWD,41,217544,403000,-185456,16,75,75,0,0.941176471,75,0,10.81,0.01,0.09,4.55,0.01,0,41
563,Keegan Brooksby,HAW,RUC,40,216841,206900,9941,1,55,54,2.7825,5.88,55,0,7.78,3.77,0.48,3.38,0.01,0,40
564,Fischer Mcasey,ADE,FWD,40,215856,199300,16556,10,37.1,36.1,2.27,58.82,37.1,0,5.21,3.08,4.71,2.34,0.01,0,40
565,Fischer Mcasey,ADE,DEF,40,215856,199300,16556,10,37.1,36.1,2.27,58.82,37.1,0,5.21,3.08,4.71,2.34,0.01,0,40
566,Finn Maginness,HAW,MID,40,215856,195600,20256,1,52,51,3.18,5.88,52,0,7.35,4.3,0.48,3.21,0.01,0,40
567,Jack Petruccelle,WCE,FWD,40,212622,217100,-4478,5,40.4,47.95,2.44,29.41,40.4,0,6.91,3.3,2.36,2.54,0.01,0,40
568,Connor Idun,GWS,DEF,39,210513,214900,-4387,2,50,49,2.85,11.76,50,0,7.06,3.86,0.95,3.09,0.01,0,39
569,Irving Mosquito,ESS,FWD,39,208403,264700,-56297,4,54.8,53.75,2.65,23.53,24,0,7.75,3.59,1.89,1.58,0.01,0,39
570,Joel Smith,MEL,DEF,39,207841,211100,-3259,7,39.3,50.12,1.83,41.18,27,0,7.23,2.48,3.3,1.76,0.01,0,39
571,Flynn Perez,NME,DEF,39,207841,193400,14441,3,45,44,3.11,17.65,45,0,6.34,4.21,1.42,2.8,0.01,0,39
572,Lachie Young,NME,DEF,38,203060,202000,1060,2,47,46,2.9,11.76,47,0,6.63,3.93,0.95,2.92,0.01,0,38
573,Lachie Young,NME,MID,38,203060,202000,1060,2,47,46,2.9,11.76,47,0,6.63,3.93,0.95,2.92,0.01,0,38
574,Ben Cavarra,WBD,FWD,37,200810,194900,5910,3,45.3,44.33,2.69,17.65,45.3,0,6.39,3.64,1.42,2.82,0.01,0,37
575,Jarrod Cameron,WCE,FWD,37,200810,153700,47110,5,28.6,54,1.68,29.41,28.6,0,7.78,2.28,2.36,1.85,0.01,0,37
576,Jack Silvagni,CAR,FWD,37,198560,257400,-58840,3,35.3,54.63,1.9,17.65,35.3,0,7.87,2.58,1.42,2.24,0.01,0,37
577,Tom J. Lynch,RIC,FWD,37,198419,366700,-168281,16,68.3,68.3,0,0.941176471,68.3,0,9.84,0.01,0.09,4.16,0.01,0,37
578,Tristan Xerri,NME,FWD,37,198138,265900,-67762,4,49.5,48.5,1.58,23.53,49.5,0,6.99,2.14,1.89,3.06,0.01,0,37
579,Josh Schache,WBD,FWD,37,197154,214400,-17246,2,39,53.86,2.1,11.76,39,0,7.76,2.85,0.95,2.45,0.01,0,37
580,Jordon Butts,ADE,DEF,36,195044,176800,18244,2,47,46,2.48,11.76,47,0,6.63,3.36,0.95,2.92,0.01,0,36
581,Keegan Brooksby,HAW,FWD,36,194201,206900,-12699,1,55,54,1.59,5.88,55,0,7.78,2.16,0.48,3.38,0.01,0,36
582,Harry Himmelberg,GWS,FWD,36,192232,355300,-163068,16,66.1,66.1,0,0.941176471,66.1,0,9.53,0.01,0.09,4.03,0.01,0,36
583,Conor Nash,HAW,FWD,36,191669,193400,-1731,2,40,46.64,2.54,11.76,40,0,6.72,3.44,0.95,2.51,0.01,0,36
584,Sam Philp,CAR,FWD,36,190966,171100,19866,2,45.5,44.5,2.49,11.76,45.5,0,6.42,3.37,0.95,2.83,0.01,0,36
585,Joel Amartey,SYD,RUC,35,189419,195600,-6181,1,52,51,1.785,5.88,52,0,7.35,2.42,0.48,3.21,0.01,0,35
586,Callum L. Brown,COL,FWD,35,189138,349600,-160462,14,65.1,65.1,0,0.823529412,65.1,0,9.38,0.01,0.08,3.97,0.01,0,35
587,Lance Franklin,SYD,FWD,35,189138,312000,-122862,0,0,91.9,0,0,0,0,13.24,0.01,0.01,0.18,0.01,0,35
588,Deven Robertson,BRI,MID,35,188857,176800,12057,1,47,46,2.5,5.88,47,0,6.63,3.39,0.48,2.92,0.01,0,35
589,Deven Robertson,BRI,FWD,35,188857,176800,12057,1,47,46,2.5,5.88,47,0,6.63,3.39,0.48,2.92,0.01,0,35
590,Josh J. Kennedy,WCE,FWD,35,187310,346200,-158890,16,64.4,64.4,0,0.941176471,64.4,0,9.28,0.01,0.09,3.93,0.01,0,35
591,Sean Lemmens,GCS,FWD,35,187029,253400,-66371,6,47.2,46.17,2.8,35.29,-3,0,6.66,3.79,2.83,0.01,0.01,0,35
592,Jy Farrar,GCS,FWD,35,187029,184300,2729,1,49,48,2.1,5.88,49,0,6.92,2.85,0.48,3.04,0.01,0,35
593,Ben Davis,ADE,FWD,35,186326,191800,-5474,1,51,50,1.77,5.88,51,0,7.21,2.4,0.48,3.15,0.01,0,35
594,Matt de Boer,GWS,MID,34,182529,303700,-121171,13,62.8,62.8,0,0.764705882,62.8,0,9.05,0.01,0.07,3.84,0.01,0,34
595,Cameron Ellis-Yolmen,BRI,MID,34,182388,337800,-155412,8,62.9,62.9,0,0.470588235,62.9,0,9.06,0.01,0.05,3.84,0.01,0,34
596,Cameron Ellis-Yolmen,BRI,FWD,34,182388,337800,-155412,8,62.9,62.9,0,0.470588235,62.9,0,9.06,0.01,0.05,3.84,0.01,0,34
597,Nick Hind,ESS,FWD,33,179013,331000,-151987,10,61.6,61.6,0,0.588235294,61.6,0,8.88,0.01,0.06,3.77,0.01,0,33
598,Tom Campbell,NME,RUC,33,177748,154700,23048,1,36,41,2.9225,5.88,36,0,5.91,3.96,0.48,2.28,0.01,0,33
599,Lochie O'Brien,CAR,MID,33,176060,180500,-4440,1,42,41.82,2.49,5.88,42,0,6.03,3.37,0.48,2.63,0.01,0,33
600,Xavier O'Halloran,GWS,MID,33,175216,227500,-52284,2,60.5,60.5,0,0.117647059,60.5,0,8.72,0.01,0.02,3.7,0.01,0,33
601,Joel Amartey,SYD,FWD,33,174935,195600,-20665,1,52,51,1.02,5.88,52,0,7.35,1.39,0.48,3.21,0.01,0,33
602,Marcus Adams,BRI,DEF,32,171560,250400,-78840,1,28,51.8,1.79,5.88,28,0,7.47,2.43,0.48,1.81,0.01,0,32
603,Trey Ruscoe,COL,FWD,32,171420,206800,-35380,4,38.5,37.5,1.83,23.53,38,0,5.41,2.48,1.89,2.4,0.01,0,32
604,Jeremy Sharp,GCS,MID,32,171420,141800,29620,2,33,32,3.33,11.76,33,0,4.62,4.51,0.95,2.1,0.01,0,32
605,Mitch Georgiades,POR,FWD,32,171279,317000,-145721,7,59,59,0,0.411764706,59,0,8.5,0.01,0.04,3.62,0.01,0,32
606,Kyle Hartigan,HAW,DEF,32,170295,314300,-144005,12,58.5,58.5,0,0.705882353,58.5,0,8.43,0.01,0.07,3.59,0.01,0,32
607,Jonathon Patton,HAW,FWD,32,170295,189800,-19505,6,35.3,34.33,1.53,35.29,35.3,0,4.95,2.08,2.83,2.24,0.01,0,32
608,Sam Flanders,GCS,FWD,32,170013,192300,-22287,5,35.8,34.8,2.17,29.41,27,0,5.02,2.94,2.36,1.76,0.01,0,32
609,Jimmy Webster,STK,DEF,32,169591,274000,-104409,0,0,82.26,0,0,0,0,11.85,0.01,0.01,0.18,0.01,0,32
610,Mark Keane,COL,DEF,32,169310,158000,11310,1,42,41,2.22,5.88,42,0,5.91,3.01,0.48,2.63,0.01,0,32
611,Jesse Hogan,GWS,FWD,31,168185,310800,-142615,7,57.9,57.9,0,0.411764706,57.9,0,8.35,0.01,0.04,3.55,0.01,0,31
612,Kieran Strachan,ADE,RUC,31,165795,146700,19095,1,39,38,2.485,5.88,39,0,5.48,3.37,0.48,2.45,0.01,0,31
613,Liam Henry,FRE,FWD,31,165092,184500,-19408,3,34.3,33.33,2.45,17.65,34.3,0,4.81,3.32,1.42,2.18,0.01,0,31
614,Aaron vandenBerg,MEL,MID,30,163545,301300,-137755,12,56.1,56.1,0,0.705882353,56.1,0,8.09,0.01,0.07,3.45,0.01,0,30
615,Thomson Dow,RIC,MID,30,163404,146100,17304,2,34,33,2.76,11.76,34,0,4.76,3.74,0.95,2.16,0.01,0,30
616,Lachlan Schultz,FRE,FWD,30,161998,298000,-136002,17,55.5,55.5,0,1,55.5,0,8,0.01,0.09,3.41,0.01,0,30
617,Tom Hickey,SYD,RUC,29,156795,261100,-104305,3,54,54,0,0.176470588,54,0,7.78,0.01,0.02,3.33,0.01,0,29
618,Chad Warner,SYD,FWD,29,154967,144000,10967,2,33.5,32.5,2.39,11.76,33.5,0,4.69,3.24,0.95,2.13,0.01,0,29
619,Lewis Young,WBD,DEF,29,154685,198300,-43615,0,0,59.5,1.29,5.88,0,0,8.58,1.75,0.48,0.18,0.01,0,29
620,Tom Hutchesson,GWS,MID,29,154685,135400,19285,1,36,35,2.35,5.88,36,0,5.05,3.18,0.48,2.28,0.01,0,29
621,Tom Hutchesson,GWS,FWD,29,154685,135400,19285,1,36,35,2.35,5.88,36,0,5.05,3.18,0.48,2.28,0.01,0,29
622,Tom Campbell,NME,FWD,29,153982,154700,-718,1,36,41,1.67,5.88,36,0,5.91,2.27,0.48,2.28,0.01,0,29
623,Tom Fullarton,BRI,RUC,28,152998,128900,24098,2,30,29,2.8175,11.76,30,0,4.18,3.81,0.95,1.93,0.01,0,28
624,Cody Weightman,WBD,FWD,28,149623,173700,-24077,3,32.3,31.33,1.94,17.65,32.3,0,4.52,2.63,1.42,2.06,0.01,0,28
625,Rory Atkins,GCS,MID,27,146951,244200,-97249,4,50.5,50.5,0,0.235294118,50.5,0,7.28,0.01,0.03,3.12,0.01,0,27
626,Kieran Strachan,ADE,FWD,27,145545,146700,-1155,1,39,38,1.42,5.88,39,0,5.48,1.93,0.48,2.45,0.01,0,27
627,Charlie Curnow,CAR,FWD,27,144139,294600,-150461,0,0,69.64,0,0,0,0,10.04,0.01,0.01,0.18,0.01,0,27
628,Ben Jarvis,GEE,FWD,27,143436,139200,4236,1,37,36,1.61,5.88,37,0,5.19,2.18,0.48,2.34,0.01,0,27
629,Ben Jarvis,GEE,DEF,27,143436,139200,4236,1,37,36,1.61,5.88,37,0,5.19,2.18,0.48,2.34,0.01,0,27
630,Willem Drew,POR,MID,27,143436,310800,-167364,0,0,69.3,0,0,0,0,9.99,0.01,0.01,0.18,0.01,0,27
631,Sam Switkowski,FRE,FWD,26,141748,279400,-137652,0,0,68.5,0,0,0,0,9.87,0.01,0.01,0.18,0.01,0,26
632,Ned Cahill,ESS,FWD,26,141748,161200,-19452,3,30,29,1.87,17.65,30,0,4.18,2.54,1.42,1.93,0.01,0,26
633,Connor Ballenden,BRI,FWD,26,141467,146100,-4633,2,34,33,1.61,11.76,34,0,4.76,2.18,0.95,2.16,0.01,0,26
634,Will Kelly,COL,FWD,26,140342,135400,4942,1,36,35,1.59,5.88,36,0,5.05,2.16,0.48,2.28,0.01,0,26
635,Marty Hore,MEL,DEF,26,140061,303600,-163539,0,0,67.64,0,0,0,0,9.75,0.01,0.01,0.18,0.01,0,26
636,Josh Morris,HAW,FWD,26,139076,145100,-6024,4,27,26,1.83,23.53,27,0,3.75,2.48,1.89,1.76,0.01,0,26
637,Toby Bedford,MEL,FWD,26,138233,137000,1233,2,25.5,24.5,2.7,11.76,25.5,0,3.54,3.66,0.95,1.67,0.01,0,26
638,Dom Tyson,NME,MID,26,137389,243900,-106511,0,0,66.33,0,0,0,0,9.56,0.01,0.01,0.18,0.01,0,26
639,Willie Rioli,WCE,FWD,26,136967,296600,-159633,0,0,66.12,0,0,0,0,9.53,0.01,0.01,0.18,0.01,0,26
640,Joel Hamling,FRE,DEF,25,135701,271000,-135299,0,0,65.5,0,0,0,0,9.44,0.01,0.01,0.18,0.01,0,25
641,Zac Smith,GCS,RUC,25,132326,216000,-83674,0,0,63.82,0,0,0,0,9.2,0.01,0.01,0.18,0.01,0,25
642,Bailey J. Williams,WCE,RUC,24,131201,193400,-62199,3,45,45,0,0.176470588,45,0,6.49,0.01,0.02,2.8,0.01,0,24
643,Bailey J. Williams,WCE,FWD,24,131201,193400,-62199,3,45,45,0,0.176470588,45,0,6.49,0.01,0.02,2.8,0.01,0,24
644,Tom Fullarton,BRI,FWD,24,130076,128900,1176,2,30,29,1.61,11.76,30,0,4.18,2.18,0.95,1.93,0.01,0,24
645,Thomas Berry,BRI,FWD,24,128108,235500,-107392,6,43.8,43.8,0,0.352941176,43.8,0,6.32,0.01,0.04,2.73,0.01,0,24
646,Xavier O'Neill,WCE,MID,24,126842,233200,-106358,5,43.4,43.4,0,0.294117647,43.4,0,6.26,0.01,0.03,2.71,0.01,0,24
647,Xavier O'Neill,WCE,FWD,24,126842,233200,-106358,5,43.4,43.4,0,0.294117647,43.4,0,6.26,0.01,0.03,2.71,0.01,0,24
648,Caleb Marchbank,CAR,DEF,24,126701,275400,-148699,0,0,61.08,0,0,0,0,8.8,0.01,0.01,0.18,0.01,0,24
649,Luke Foley,WCE,DEF,23,124311,127900,-3589,1,34,33,1.05,5.88,34,0,4.76,1.43,0.48,2.16,0.01,0,23
650,Daniel McKenzie,STK,DEF,23,123045,222300,-99255,0,0,59.27,0,0,0,0,8.54,0.01,0.01,0.18,0.01,0,23
651,Zac Langdon,WCE,FWD,23,122623,224900,-102277,7,41.9,41.9,0,0.411764706,41.9,0,6.04,0.01,0.04,2.62,0.01,0,23
652,Nathan Vardy,WCE,RUC,23,122483,228600,-106117,0,0,59,0,0,0,0,8.5,0.01,0.01,0.18,0.01,0,23
653,Kade Chandler,MEL,FWD,22,118545,161200,-42655,0,0,57,0,0,0,0,8.22,0.01,0.01,0.18,0.01,0,22
654,Callum Coleman-Jones,RIC,RUC,22,118545,161200,-42655,0,0,57,0,0,0,0,8.22,0.01,0.01,0.18,0.01,0,22
655,Callum Coleman-Jones,RIC,FWD,22,118545,161200,-42655,0,0,57,0,0,0,0,8.22,0.01,0.01,0.18,0.01,0,22
656,Kayne Turner,NME,FWD,22,117983,260800,-142817,0,0,56.74,0,0,0,0,8.18,0.01,0.01,0.18,0.01,0,22
657,Jordan Murdoch,GCS,DEF,22,116155,253000,-136845,0,0,55.86,0,0,0,0,8.05,0.01,0.01,0.18,0.01,0,22
658,Ryan Garthwaite,RIC,DEF,21,114467,188000,-73533,0,0,55,0,0,0,0,7.93,0.01,0.01,0.18,0.01,0,21
659,Matt Buntine,GWS,FWD,21,110108,225900,-115792,0,0,52.86,0,0,0,0,7.62,0.01,0.01,0.18,0.01,0,21
660,Matt Buntine,GWS,DEF,21,110108,225900,-115792,0,0,52.86,0,0,0,0,7.62,0.01,0.01,0.18,0.01,0,21
661,Darragh Joyce,STK,DEF,20,108420,177300,-68880,0,0,52,0,0,0,0,7.5,0.01,0.01,0.18,0.01,0,20
662,Alex Pearce,FRE,DEF,20,107999,235600,-127601,0,0,51.82,0,0,0,0,7.47,0.01,0.01,0.18,0.01,0,20
663,Patrick Ambrose,ESS,DEF,20,105749,217800,-112051,0,0,50.68,0,0,0,0,7.31,0.01,0.01,0.18,0.01,0,20
664,Jack Hombsch,GCS,DEF,20,105467,230200,-124733,0,0,50.56,0,0,0,0,7.29,0.01,0.01,0.18,0.01,0,20
665,Rory Thompson,GCS,DEF,20,105186,123900,-18714,0,0,50.43,0,0,0,0,7.27,0.01,0.01,0.18,0.01,0,20
666,Jake Stein,GWS,DEF,20,104764,200100,-95336,0,0,50.2,0,0,0,0,7.24,0.01,0.01,0.18,0.01,0,20
667,Ryan Byrnes,STK,MID,19,102655,123900,-21245,1,22,21,1.71,5.88,22,0,3.03,2.32,0.48,1.46,0.01,0,19
668,Joel Garner,POR,DEF,18,99280,189900,-90620,0,0,47.5,0,0,0,0,6.85,0.01,0.01,0.18,0.01,0,18
669,Liam Stocker,CAR,DEF,18,97452,186500,-89048,0,0,46.6,0,0,0,0,6.72,0.01,0.01,0.18,0.01,0,18
670,Minairo Frederick,FRE,FWD,18,96889,175700,-78811,10,32.7,32.7,0,0.588235294,32.7,0,4.72,0.01,0.06,2.09,0.01,0,18
671,Atu Bosenavulagi,NME,FWD,18,96327,175500,-79173,3,32.7,32.7,0,0.176470588,32.7,0,4.72,0.01,0.02,2.09,0.01,0,18
672,Chris Burgess,GCS,DEF,18,94217,210000,-115783,0,0,45,0,0,0,0,6.49,0.01,0.01,0.18,0.01,0,18
673,Daniel Venables,WCE,FWD,17,93796,179900,-86104,0,0,44.83,0,0,0,0,6.46,0.01,0.01,0.18,0.01,0,17
674,Stefan Giro,FRE,MID,17,91546,123900,-32354,0,0,43.7,0,0,0,0,6.3,0.01,0.01,0.18,0.01,0,17
675,Max Lynch,COL,RUC,17,91405,123900,-32495,1,22,21,1.12,5.88,22,0,3.03,1.52,0.48,1.46,0.01,0,17
676,Sam J. Reid,GWS,DEF,17,89436,297300,-207864,3,30.3,30.3,0,0.176470588,30.3,0,4.37,0.01,0.02,1.95,0.01,0,17
677,Matthew Ling,SYD,DEF,17,89436,163000,-73564,3,30.3,30.3,0,0.176470588,30.3,0,4.37,0.01,0.02,1.95,0.01,0,17
678,Matthew Owies,CAR,FWD,16,84233,123900,-39667,1,15,14,1.78,5.88,15,0,2.03,2.41,0.48,1.06,0.01,0,16
679,Max Lynch,COL,FWD,15,82265,123900,-41635,1,22,21,0.64,5.88,22,0,3.03,0.87,0.48,1.46,0.01,0,15
680,Josh Honey,CAR,MID,15,80296,123900,-43604,1,16,15,1.42,5.88,16,0,2.17,1.93,0.48,1.12,0.01,0,15
681,Josh Honey,CAR,FWD,15,80296,123900,-43604,1,16,15,1.42,5.88,16,0,2.17,1.93,0.48,1.12,0.01,0,15
