,Name,Team,Position,proj_score,proj_salary,Price,value,2020_Games,2020_Average,talent,opportunity,durability,form,consistency,weighted_talent,weighted_opportunity,weighted_durability,weighted_form,weighted_consistency,manual_weight,updated_proj
785,Marc Sheather,SYD,FWD,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
786,Will Phillips,NME,MID,1,3094,198300,-195206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
787,Luke Pedlar,ADE,MID,1,3094,162300,-159206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
788,Tanner Bruhn,GWS,MID,1,3094,157800,-154706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
789,Tom Powell,NME,MID,1,3094,153300,-150206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
790,Ryan Angwin,GWS,MID,1,3094,130800,-127706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
791,Ronin O'Connor,ADE,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
792,Brodie Kemp,CAR,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
793,Sam Ramsay,CAR,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
794,Jay Rantall,COL,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
795,Tom Hird,ESS,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
796,Luke Valente,FRE,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
797,Cooper Stephens,GEE,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
798,James Jordon,MEL,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
799,Aaron Nietschke,MEL,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
800,Jackson Mead,POR,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
801,Riley Collier-Dawkins,RIC,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
802,Will Martyn,RIC,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
803,Riley Garcia,WBD,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
804,Sam Berry,ADE,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
805,Reef McInnes,COL,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
806,Nathan O'Driscoll,FRE,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
807,Joel Western,FRE,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
808,Connor Downie,HAW,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
809,Charlie Lazzaro,NME,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
810,Errol Gulden,SYD,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
811,Luke Edwards,WCE,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
812,Jack Carroll,CAR,MID,1,3094,117200,-114106,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
813,Carter Michael,BRI,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
814,Alex Davies,GCS,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
815,Taj Schofield,POR,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
816,Zane Trew,WCE,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
817,Lachlan McNeil,WBD,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
818,Braeden Campbell,SYD,MID,1,3094,189300,-186206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
819,Braeden Campbell,SYD,FWD,1,3094,189300,-186206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
820,Elijah Hollands,GCS,MID,1,3094,180300,-177206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
821,Elijah Hollands,GCS,FWD,1,3094,180300,-177206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
822,Archie Perkins,ESS,MID,1,3094,171300,-168206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
823,Archie Perkins,ESS,FWD,1,3094,171300,-168206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
824,Finlay Macrae,COL,MID,1,3094,126300,-123206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
825,Finlay Macrae,COL,FWD,1,3094,126300,-123206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
826,Nakia Cockatoo,BRI,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
827,Tom Joyce,BRI,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
828,Ely Smith,BRI,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
829,Lachlan Johnson,ESS,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
830,Trent Burgoyne,POR,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
831,Dylan Williams,POR,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
832,Noah Cumberland,RIC,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
833,Hugo Ralphsmith,RIC,MID,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
834,Nakia Cockatoo,BRI,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
835,Tom Joyce,BRI,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
836,Ely Smith,BRI,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
837,Lachlan Johnson,ESS,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
838,Trent Burgoyne,POR,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
839,Dylan Williams,POR,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
840,Noah Cumberland,RIC,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
841,Hugo Ralphsmith,RIC,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
842,Max Holmes,GEE,MID,1,3094,121800,-118706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
843,Max Holmes,GEE,FWD,1,3094,121800,-118706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
844,Brayden Cook,ADE,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
845,Caleb Poulter,COL,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
846,Tyler Brockman,HAW,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
847,Jake Bowey,MEL,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
848,Fraser Rosman,MEL,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
849,Phoenix Spicer,NME,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
850,Maurice Rioli,RIC,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
851,Brayden Cook,ADE,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
852,Corey Durdin,CAR,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
853,Caleb Poulter,COL,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
854,Tyler Brockman,HAW,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
855,Jake Bowey,MEL,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
856,Fraser Rosman,MEL,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
857,Phoenix Spicer,NME,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
858,Maurice Rioli,RIC,MID,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
859,Corey Durdin,CAR,FWD,1,3094,117200,-114106,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
860,Tariek Newchurch,ADE,FWD,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
861,Jack Ginnivan,COL,FWD,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
862,Hawego Paul Oea,GCS,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
863,Jack Saunders,HAW,FWD,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
864,Tariek Newchurch,ADE,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
865,Jack Ginnivan,COL,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
866,Hawego Paul Oea,GCS,FWD,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
867,Jack Saunders,HAW,MID,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
868,Nick Bryan,ESS,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
869,Lloyd Meek,FRE,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
870,Matt Conroy,GCS,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
871,Matt Flynn,GWS,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
872,Ned Reeves,HAW,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
873,Austin Bradtke,MEL,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
874,Sam Hayes,POR,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
875,Sam Alabakis,STK,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
876,Callum Jamieson,WCE,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
877,Jordon Sweet,WBD,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
878,Henry Smith,BRI,RUC,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
879,Samson Ryan,RIC,RUC,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
880,Paul Tsapatolis,GEE,RUC,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
881,Mate Colina,RIC,RUC,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
882,Riley Thilthorpe,ADE,RUC,1,3094,202800,-199706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
883,Riley Thilthorpe,ADE,FWD,1,3094,202800,-199706,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
884,Charlie Comben,NME,RUC,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
885,Charlie Comben,NME,FWD,1,3094,123900,-120806,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
886,Shannon Neale,GEE,RUC,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
887,Shannon Neale,GEE,FWD,1,3094,117300,-114206,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
888,Josh Treacy,FRE,RUC,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
889,Josh Treacy,FRE,FWD,1,3094,102400,-99306,0,0,0,0,0,0,0,0.01,0.01,0.01,0.18,0.01,0,1
